module,sub_intent,question,answer,keywords
campus_life,it_connectivity,What must be included in a club/society constitution for approval?,"The constitution must include the name, logo, objectives, Pro-Tem committee members list (min. 7 students), duties of EXCO/Sub-committee, Principal Advisor/Co-advisor details and roles, election procedures, resignation/vacancies/dismissals, AGM details, membership/subscription fees, amendments to constitution, and signatures.","clubs,constitution,requirements"
campus_life,it_connectivity,Who oversees all activities of a club/society and acts as a liaison with university authorities?,"The Advisor(s), who must be a permanent staff of XMUM, oversee all activities and act as a liaison between the club/society and the university authorities.","clubs,advisor,roles"
campus_life,general_info,When must an Annual General Meeting (AGM) for clubs/societies be held?,An Annual General Meeting (AGM) must be held in October each year.,"AGM,clubs,societies,timing"
campus_life,general_info,What are the requirements for clubs and societies to maintain active status?,"To remain active, clubs/societies must submit event/activity proposals, submit semester activity reports (twice a year), participate in recruitment drives, attend yearly leaders briefing, organize regular activities, and complete submission of required documents.","clubs,active status,requirements"
campus_life,it_connectivity,What are the recognition criteria for International Student Communities?,"International Communities must submit a brief Community Profile (objectives, target group, vision) and an updated annual committee list with at least three named representatives to be officially recognized.","international students,communities,recognition"
campus_life,it_connectivity,When must an event/activity proposal be submitted to the Extra-Curricular Activities Unit (ECA)?,An event/activity Proposal has to be submitted at least 1 month before major events and two weeks before minor events.,"event proposal,submission,ECA"
campus_life,documents_identity,What are the guidelines for postering by clubs/societies?,"All posters require prior approval from the Student Affairs Office, can only be posted on designated notice boards using pins, and are allowed for a maximum of 14 days (or until a day after the event for advertising). A penalty of RM50 applies for late removal.","postering,guidelines,clubs"
campus_life,general_info,What is required for students participating in field trips or special events?,"All students participating in any field trip or special event MUST sign a Letter Release and Waiver of Liability Form, and those under 18 must have a parent/guardian sign it.","field trip,waiver,liability"
campus_life,general_info,Are student clubs and societies eligible for funding from XMUM?,"Yes, all Student Clubs & Societies are eligible to apply for funding from XMUM for various activities like training, events, trips, registration fees, and equipment, provided they meet specific criteria.","clubs,funding,eligibility"
campus_life,it_connectivity,What are the contact details and office hours for Extra-Curricular Activities (ECA)?,"Extra-Curricular Activities (Room B1 # B1-103) is open Monday to Friday from 8:30 am to 5:30 pm. Email: ECA@xmu.edu.my, Phone: 03-8800 6818.","ECA,contact,office hours"
campus_life,it_connectivity,Who writes the Residences Management Rules & Regulations?,The Residences Management Rules & Regulations are written by the Student Affairs Office (SAO) and Accommodation Office (AO) of Xiamen University Malaysia.,"residences,rules,management"
campus_life,documents_identity,Who is eligible to apply for XMUM student residences?,"All active full-time students of the University studying in the Malaysia campus for at least two semesters, whose home address is not within Kota Warisan area, and whose application is received before the closing date are eligible.","residences,eligibility,application"
academic_navigation,finance_fees,What is the booking fee for student residences?,"A non-refundable Booking Fee to Residence Application Fee of Ringgit Malaysia One Hundred (RM100) has to be paid when submitting the ""Student Residences Application Form"".","residences,booking fee,application"
academic_navigation,finance_fees,Is the booking fee for student residences ever refundable?,The booking fee is refundable only if the University fails to allocate accommodation to the applicants.,"residences,booking fee,refund"
campus_life,it_connectivity,What deposit and rental payment is required upon check-in for student residences?,Successful applicants are required to pay a refundable deposit of Ringgit Malaysia Five Hundred (RM500) together with one semester's rental upon check-in.,"residences,deposit,rental"
campus_life,documents_identity,What is the minimum tenancy period for student residences?,The minimum tenancy is for a semester according to the University's academic calendar.,"residences,tenancy,duration"
campus_life,it_connectivity,Are residents allowed to change units or duplicate keys without approval?,"No, residents are not allowed to change units and duplicate key(s) without the approval of the Accommodation Office (AO). Duplication of key(s) without approval is a severe offence.","residences,room changes,keys"
academic_navigation,finance_fees,What is the administrative fee for requesting a change of unit in student residences?,An administration fee of Ringgit Malaysia Thirty (RM30) will be imposed for requesting a change of unit.,"residences,room change,fee"
campus_life,hostel_rules_maintenance,What are the administrative charges for room key replacement or room unlock services?,"The administrative charge for room key replacement or room unlock services is RM20.00 during office hours (Mon-Fri, 9 am-6 pm) and RM30.00 during non-office hours (Mon-Sun, 6 pm-10 pm, including public holidays).","residences,key replacement,fees"
campus_life,it_connectivity,What is the visitor policy for student residential units?,"Visitors are not allowed to stay overnight. Registered visitors must wait at designated areas and leave by 8:00 pm. Visitors of the opposite gender are strictly not allowed to enter residential units at any time, except immediate family/guardians before 8:00 pm, who must register.","residences,visitors,policy,gender"
campus_life,documents_identity,What is the curfew for student residences?,The curfew set for the residences is 12:00 am (midnight). Residents wishing to leave or return after 12:00 am must report at the guardhouse with their student IDs.,"residences,curfew,security"
campus_life,it_connectivity,What are some prohibited items and activities in student residences?,"Prohibited items/activities include making excessive noise after restricted hours, illicit businesses, visiting opposite gender units, keeping pets, tampering with facilities, possession/consumption of prohibited drugs or pornographic materials, lethal weapons, harassment, smoking/vaping, consumption/display of alcohol, chewing gum, littering, ball games indoors, religious altars, and moving furniture.","residences,prohibited,rules"
campus_life,it_connectivity,Is cooking allowed in student residential units?,"Cooking is strictly prohibited in the units. Light cooking is allowed at the pantry, but extreme care must be exercised.","residences,cooking,pantry"
campus_life,hostel_rules_maintenance,What electrical appliances are permitted in student rooms?,"Only haircare equipment, clock/radio, and computer equipment are permitted in rooms to reduce fire risk. Mini fridges, microwaves, hot plates, induction cookers, and large musical instruments are not permitted.","residences,electrical appliances,permitted"
campus_life,it_connectivity,What is the fine for tampering with firefighting equipment in residences?,"If found tampering with any firefighting equipment, the resident(s) concerned will be fined a minimum of Ringgit Malaysia Three Hundred (RM300) or depending on the severity of the damage.","residences,firefighting,fine"
campus_life,documents_identity,What is the check-out procedure for student residences?,"Residents must fill in check-out documents, ensure units are clean (or face RM100 fine), remove personal belongings, return keys, and vacate rooms by 12:00 pm on the specified date. Failure to follow procedures results in deposit forfeiture.","residences,check-out,procedure"
campus_life,it_connectivity,What are the consequences of withdrawal or premature termination of tenancy from student residences?,Any request for cancellation or premature termination of tenancy after check-in will result in the forfeiture of all rentals paid. Residents must give one-month written notice after a minimum one-semester stay or face a penalty of one-month rental and/or deposit forfeiture.,"residences,tenancy,termination,refund"
campus_life,it_connectivity,What is the policy on electricity consumption in student residences?,"Student residents will be billed for their electricity consumption monthly, with charges equally borne by all residents in a shared unit. A late payment charge of RM10.00 per month applies after 30 days of the billing date.","residences,utilities,electricity"
campus_life,documents_identity,What are the guidelines for using public refrigerators at XMUM Residences?,"All items must be stored in properly-covered, sealed containers, tagged with date of storage, owner's name, and room number. The storage period is limited to ONE week. Prohibited items include alcohol, drugs, unsealed items, strong-odour food, oversized items, and expired items.","residences,public refrigerator,guidelines"
campus_life,general_info,What is the location and operating hours of The English Lounge?,"The English Lounge is located at B1G03 and is open from 9 am to 6 pm every weekday. Consultation hours are 2 pm to 5 pm on Mon, Wed & Fri, and by appointment.","English Lounge,location,hours"
campus_life,documents_identity,What services are provided at The English Lounge?,"The English Lounge provides personalized/small-group coaching, peer mentoring, a ""Writing Clinic"", access to English reference books, audio-visual materials, novels, newspapers, magazines, eLearning resources, a self-directed digital portal, and ""Let's Chat"" coffee chat sessions.","English Lounge,services,language support"
campus_life,general_info,What are the contact details for The English Lounge?,Email: eled@xmu.edu.my or jennymaganran@xmu.edu.my. Phone: 03-8880 5112 or 017-674 0300.,"English Lounge,contact,phone"
campus_life,general_info,Where is the library located?,The library is located in the A3 Building.,"library,location,building"
campus_life,documents_identity,What main services does the library provide?,"The library provides Course Reserves, Circulation Services, diverse Learning Spaces, Creative & Experiential Zones (Makerspace, Robotic Lab, Mini Cinema, Instruction Room), Self-Service Printing, and Digital Access (desktop computers).","library,services,resources"
academic_navigation,courses_syllabus,What are the library's operation hours during weekdays?,The library's operation hours are Monday to Friday from 9:00 AM to 10:00 PM.,"library,hours,weekdays"
academic_navigation,courses_syllabus,What are the library's operation hours during weekends and public holidays?,"The library's operation hours are Saturday and Sunday from 9:00 AM to 5:00 PM, and on Public Holidays from 9:00 AM to 5:00 PM (except for specific closed holidays).","library,hours,weekends,holidays"
campus_life,general_info,What are the loan periods for general books for students and staff?,"For General Books, students can borrow for 30 days (10 items), and staff for 30 days (10 items).","library,lending,books"
academic_navigation,it_connectivity,What are the overdue fines for books and course reserve items?,Overdue fines are RM 0.20 per day for general books and RM 0.50 per hour for Course Reserve items.,"library,fines,overdue"
campus_life,general_info,How are charges determined for lost books?,"Charges for lost books are calculated as Book Price *2 + RM30 (Processing Fees), subject to library assessment and justification, based on price comparison from e-commerce platforms.","library,lost books,charges"
campus_life,it_connectivity,What are some prohibited actions in the library?,"Prohibited actions include leaving belongings unattended, vandalism, accessing illegal websites, rearranging furniture without permission, bringing food/beverages into all study areas, soliciting donations, taking photos/videos without consent, playing cards/games, smoking/vaping, and engaging in misconduct/harassment.","library,prohibited,rules"
campus_life,food_dining,What is the rule for food and beverages in the library?,"Food and beverages are allowed only at the A3 1st floor's dedicated library areas, but not in all study areas or library rooms. Bottled plain drinking water is generally allowed in library rooms.","library,food,beverages"
campus_life,general_info,What is the disciplinary action for breaching library rules or misconduct?,"Violations may result in disciplinary action in accordance with the University’s Code of Conduct, including warnings from the Student Affairs Office or restrictions from future room bookings.","library,disciplinary,misconduct"
campus_life,general_info,What are the contact details for the Library's Circulation Counter?,The Library's Circulation Counter (A3-2nd Floor) phone number is 03-8800 6801. Email: librarian@xmu.edu.my.,"library,contact,circulation"
campus_life,it_connectivity,What is the general policy regarding IT facilities and campus network use?,"IT facilities and campus network are primarily for educational use. Users are prohibited from viewing pornographic websites, downloading unauthorized copyrighted materials, or engaging in online gambling. Misconduct can lead to suspension, expulsion, or legal proceedings.","IT,network use,policy,rules"
campus_life,general_info,How can students connect to the campus Wi-Fi?,"Students can connect to the campus Wi-Fi network named ""Student-5G"" or ""Student"" using the security key/password ""xmustudent"".","IT,Wi-Fi,connection"
campus_life,it_connectivity,Is it allowed to use personal wireless routers on campus?,"To use personal wireless routers, approval from the IT Department is required. The Wi-Fi name (SSID) for personal use cannot begin with ""XMU"" or use existing SSID names like Staff, Guest, Student.","IT,personal router,rules"
campus_life,it_connectivity,What is the official communication channel used by the University for announcements?,The University will use email as one of the communication channels to make announcements.,"IT,email,communication"
campus_life,it_connectivity,What IT facilities and services can be accessed using the Campus ID?,"The Campus ID can be used to access book borrowing, door access, discussion room bookings, VPN access, University learning portal (Moodle), Academic Affairs Online Systems, AskA, and the student portal.","IT,Campus ID,access"
campus_life,documents_identity,What is the Campus ECard used for?,"The Campus ECard can be used in canteens, supermarkets, and for Library's fine payments.","IT,Campus ECard,payments"
campus_life,it_connectivity,How can users access XMUM's secured network remotely?,"Users can access XMUM's secured network remotely via WebVPN (https://linc.xmu.edu.my/ -> Technologies -> Network & Connectivity -> Secured Network Access (VPN)) using their Campus ID and password, limited to academic and research purposes.","IT,VPN,remote access"
academic_navigation,finance_fees,How do students enroll in a course on Moodle?,"To enroll in a course on Moodle, students log in with their Campus ID and password, select a course, and enter the Enrolment Key provided by the lecturer.","IT,Moodle,course enrollment"
academic_navigation,finance_fees,How can students submit questions or feedback to the IT or Library department?,Students can use AskA (https://app.xmu.edu.my/AskA) by logging in with their Campus ID and Password to submit questions or feedback.,"IT,Library,AskA,feedback"
campus_life,it_connectivity,What are the contact details and office hours for the IT Department?,"The IT Department (B1-G09, A3-1st Floor-103) is open Monday - Friday from 8:30 am to 5:30 pm. Phone: 03-8705 5003, 03-8705 5014. Email: ITService@xmu.edu.my.","IT,contact,office hours"
campus_life,documents_identity,What are the general services provided by the Operations and Maintenance Department?,"The Operations and Maintenance Department is responsible for the functionality and well-being of XMUM in terms of outdoor surroundings and indoor building-related facilities, as well as providing a safe and secured environment.","Operations,Maintenance,services"
campus_life,general_info,What are the operation hours for the Operations and Maintenance Department?,"Weekdays (Mon-Fri): 8:30 am to 5:30 pm (full department), after 5:30 pm (Security & Maintenance only). Weekends & Public Holidays: 24 hours (Security only), 8:30 am to midnight (Maintenance only).","Operations,Maintenance,hours"
campus_life,general_info,What is the policy on smoking and vaping on campus?,"XMUM imposes a blanket ban on smoking and vaping in all areas of the campus, including student hostels.","campus rules,smoking,vaping"
campus_life,general_info,What are the parking regulations on campus?,"All vehicles must be registered with the university and display a parking sticker. Abandoned vehicles are subject to towing. Vehicle repairs that create a nuisance are not permitted. The maximum speed limit is 30km/h. Personal vehicles are not allowed to be left overnight without approval. Parking in designated or restricted spaces (e.g., handicap, VIP) is prohibited 24/7.","parking,regulations,campus"
campus_life,general_info,What are the penalties for parking violations?,"Vehicles are subject to being immobilized with a wheel lock/tire clamp by Campus Security, and a fine of RM50 will be imposed to release it.","parking,violations,penalties"
campus_life,general_info,What should students do if they smell smoke or see fire on campus?,"They should immediately activate the fire alarm system, evacuate the building to the nearest designated Emergency Assembly Point without using lifts, and contact Security (019-348 9999).","fire safety,emergency,procedures"
campus_life,general_info,What are the emergency contact numbers for Police Stations near XMUM?,Bandar Baru Salak Tinggi Police: 03-8777 4484. Dengkil Police: 03-8768 6222. Sepang Police: 03-8777 4222.,"emergency,police,contact"
campus_life,general_info,What are the emergency contact numbers for Fire Brigades near XMUM?,Sepang Fire Brigade: 03-3142 1333. Kuala Lumpur International Airport (KLIA) Fire Brigade: 03-8787 4970.,"emergency,fire brigade,contact"
campus_life,general_info,How can students request maintenance services?,"Students can log in to http://app.xmu.edu.my/maintenance to report defects through the online maintenance reporting system. For emergencies, contact the Maintenance Hotline: 017-313 5947.","maintenance,request,hotline"
campus_life,general_info,What are the contact details and office hours for the Operations and Maintenance Department?,The Operations and Maintenance Department (Room B11 # G13) is open Monday to Friday from 8:30 am to 5:30 pm. Maintenance Hotline: 017-313 5947. Security Hotline: 019-348 9999.,"Operations,Maintenance,contact,hours"
campus_life,it_connectivity,What types of sports facilities are available at XMUM?,"XMUM offers indoor and outdoor basketball and badminton courts, outdoor volleyball and tennis courts, an Olympic-sized football field, a track, 2 gymnasiums, a table tennis room, an Olympic-sized swimming pool, and a yoga room.","sports facilities,campus,types"
campus_life,general_info,What are the operation hours for the gymnasium?,The gymnasium is open Monday to Sunday from 8:00 am to 10:00 pm.,"gymnasium,hours,sports"
campus_life,general_info,What are the operation hours for the swimming pool?,The swimming pool is open Tuesday to Sunday from 4:00 pm to 10:00 pm and is closed on Monday and Public Holiday(s).,"swimming pool,hours,sports"
campus_life,general_info,What are some key rules for using the XMUM swimming pool?,"The pool is exclusively for staff and students, usable only when officially open with a lifeguard. Proper swimming attire is mandatory, food/drinks/pets are not allowed in the enclosure, and users with infectious diseases/open wounds are prohibited. Running, rough play, excessive noise, spitting, or discharging bodily wastes are strictly prohibited.","swimming pool,rules,sports"
academic_navigation,finance_fees,How can students provide feedback regarding cafeterias?,"Students can provide feedback via email (canteen.inquiry@xmu.edu.my), scanning a QR code for an online form (AskA), writing in the anonymous feedback book at the counter, or through the canteen supervision committee under the student council.","cafeteria,feedback,channels"
campus_life,hostel_rules_maintenance,What are the rules for self-service laundry rooms?,"Users must be mindful of time usage, collect clothes promptly, maintain cleanliness, and are prohibited from washing shoes/floor mats/flammable items or bringing pets into laundry rooms.","laundry,rules,self-service"
campus_life,general_info,What medical services are available on-campus?,"An on-campus clinic, operated by Plux Health Clinic, provides consultations, dispenses medicines, and arranges laboratory tests for a fee. Nurses are available 24 hours, doctors from 9 am to 5 pm (Monday-Sunday), but doctors are not available on Selangor Public Holidays.","medical services,on-campus,clinic"
campus_life,general_info,What are the emergency helplines on campus?,"The XMUM Emergency Helpline is 019-348 9999, and the Swimming Pool Lifeguard can be reached at 012-584 6405.","emergency,helplines,campus"
